section_id,category_code,category_name,section_code,question_number,answer_type,question_text,answer_0,answer_1,answer_2,answer_3,why_this_matters,recommended_actions
00000000-0000-0000-0004-000000000005,3_physical,Physical Security,E,E2,scored_0_3,Are local law enforcement contacts known and relationships established?,None,Reactive,Known contacts,Established relationships,Pre-existing relationships improve response times and coordination during emergencies.,Maintain updated local law enforcement contacts for each property; establish professional relationships for rapid support.
00000000-0000-0000-0004-000000000005,3_physical,Physical Security,E,E3,scored_0_3,Are medical emergencies included in response planning?,None,Basic,Included,Integrated and trained,"Medical events are more likely than security incidents and require rapid, well-coordinated action.","Include medical protocols, emergency contacts, and first-aid resources in all security plans; train relevant staff in first aid."
00000000-0000-0000-0004-000000000005,3_physical,Physical Security,E,E4,scored_0_3,Are evacuation routes and assembly points identified for each property?,None,Informal,Defined,Practiced and drilled,Clear routes and meeting points reduce panic and confusion during emergencies.,Map and post evacuation routes and assembly points at each residence; conduct annual drills.
00000000-0000-0000-0004-000000000005,3_physical,Physical Security,E,E5,scored_0_3,Are incidents logged and reviewed for pattern analysis?,None,Informal,Logged,Reviewed and lessons applied,Pattern analysis ensures lessons are applied and prevents repeat failures.,Maintain detailed incident logs; conduct post-incident reviews; update security policies accordingly.
00000000-0000-0000-0005-000000000001,4_insurance,Insurance,A,A1,scored_0_3,"Who oversees insurance coverage across personal, business, and nonprofit activities?",None,Informal,Assigned,Centralized and accountable,"Clear oversight prevents fragmented coverage, duplicate policies, and gaps between personal and entity risks. Without a single accountable owner, insurance decisions tend to be reactive and inconsistent, increasing the likelihood of uncovered losses.",Designate a single accountable owner for all insurance oversight; document scope and responsibilities.
00000000-0000-0000-0005-000000000001,4_insurance,Insurance,A,A2,scored_0_3,Is there a centralized inventory of all active insurance policies?,None,Partial,Complete,Centralized and regularly updated,"Without a complete inventory, policies lapse unnoticed, gaps go undetected, and claims are missed.","Create and maintain a master policy register including carrier, policy number, limits, renewal dates, and covered entities."
00000000-0000-0000-0005-000000000001,4_insurance,Insurance,A,A3,scored_0_3,"Are insurance structures aligned with ownership entities (trusts, LLCs, etc.)?",Misaligned,Some alignment,Aligned,Cross-checked and coordinated,Misalignment between entity structures and insurance can invalidate coverage or create unintended liability exposure. Coordination ensures policies respond as intended in a claim scenario.,Cross-check policy ownership against entity and trust structures; coordinate changes with legal and tax advisors; flag mismatches for remediation.
00000000-0000-0000-0005-000000000001,4_insurance,Insurance,A,A4,scored_0_3,Is there a formal process for notifying insurers of material changes?,None,Informal,Defined,Documented and enforced,"Failure to disclose changes (new assets, drivers, activities, residences) is a common reason for denied claims. A formal process protects coverage integrity.",Define what constitutes a material change; assign responsibility for notifications; maintain evidence of all disclosures.
00000000-0000-0000-0005-000000000002,4_insurance,Insurance,B,B1,scored_0_3,Do you have copies of all personal insurance policies compiled and organized?,None,Partial,Complete,Centralized and digitized,"Policy review confirms actual coverage terms, exclusions, and limits—summaries alone often omit critical restrictions that affect claim outcomes.",Collect declarations pages and endorsements; validate active status and limits; confirm named insured accuracy.
00000000-0000-0000-0005-000000000002,4_insurance,Insurance,B,B2,scored_0_3,"Are your residences insured in a manner consistent with their ownership structure (individual, trust, LLC)?",Misaligned,Some alignment,Mostly aligned,Fully aligned and reviewed,Incorrectly titled insurance can result in partial or total denial of property or liability claims.,Compare property title to policy named insured; correct misalignments with broker and legal counsel.
00000000-0000-0000-0005-000000000002,4_insurance,Insurance,B,B3,scored_0_3,"Are scheduled personal property, art, jewelry, and collectibles properly valued and insured?",Unknown or unscheduled,Partial,Scheduled,Regularly appraised and updated,"Unscheduled valuables are often underinsured or excluded entirely, leading to significant unrecoverable losses.",Inventory all valuables exceeding sublimits; schedule items individually where required; confirm valuation and appraisal currency.
00000000-0000-0000-0005-000000000002,4_insurance,Insurance,B,B4,scored_0_3,Is umbrella or excess liability coverage in place and comprehensive?,None,Basic,Adequate,Stress-tested,Primary policies rarely provide sufficient limits for high-net-worth exposure. Umbrella coverage protects against catastrophic liability claims.,Confirm umbrella sits over all underlying policies; validate limits relative to net worth and exposure; identify any excluded entities or assets.
00000000-0000-0000-0005-000000000002,4_insurance,Insurance,B,B5,scored_0_3,"Where are your insurance policies stored—electronically, physically, or both?",Unknown or missing,Scattered,Organized,Secure and immediately accessible,"Immediate access is critical during claims or emergencies. Poor documentation increases delays, confusion, and financial exposure.",Print physical copies and store in a fireproof safe; maintain electronic copies on a private secure drive with access controls.
00000000-0000-0000-0005-000000000002,4_insurance,Insurance,B,B6,scored_0_3,"Do you track insurance renewals, premium changes, and policy updates? Is there a structured process in place?",None,Manual,Structured,Automated and monitored,Missed renewals or unnoticed coverage changes can silently eliminate protection without awareness.,Set an annual schedule to review all insurance coverages; consider consolidating renewal dates; use calendar reminders or broker alerts.
00000000-0000-0000-0005-000000000003,4_insurance,Insurance,C,C1,scored_0_3,Do you have insurance policies compiled for each operating entity?,Missing,Partial,Complete,Optimized by risk,Entity-specific policies confirm that business risks are isolated properly and not unintentionally pushed onto personal coverage.,Collect declarations pages and endorsements for each entity; validate active status; confirm named insured accuracy.
00000000-0000-0000-0005-000000000003,4_insurance,Insurance,C,C2,scored_0_3,"Are GL, professional liability, cyber, EPLI, and D&O coverages in place where applicable?",None,Partial,Implemented,"Compliant, documented, and audited",Failure to follow governance formalities can weaken liability protections and D&O coverage enforceability.,Review operating agreements and state requirements to ensure compliance; execute corrective tasks if out of compliance; set an annual review schedule.
00000000-0000-0000-0005-000000000003,4_insurance,Insurance,C,C3,scored_0_3,Are shared or intercompany risks addressed?,None,Informal,Addressed,Structured and documented,Intercompany exposure is often excluded unless explicitly addressed—creating hidden gaps between entities.,Map intercompany relationships and confirm coverage extends or is coordinated appropriately.
00000000-0000-0000-0005-000000000003,4_insurance,Insurance,C,C4,scored_0_3,Do you have employees on your commercial auto policy? What is the process for updating the policy when someone starts or leaves?,None,Informal,Defined,Enforced and audited,Unlisted drivers are a frequent cause of denied auto claims.,Establish an HR-triggered process to update the commercial auto policy within 24–48 hours of any driver change.
00000000-0000-0000-0005-000000000003,4_insurance,Insurance,C,C5,scored_0_3,"If you have employees on your commercial policy, what is your process and frequency for checking their driving records?",None,Occasional,Periodic,Continuous monitoring,Failure to monitor driving history increases accident risk and insurance exposure.,Enroll in a motor vehicle records (MVR) monitoring service for all listed drivers; review records at minimum annually.
00000000-0000-0000-0005-000000000004,4_insurance,Insurance,D,D1,scored_0_3,Do you understand the scope and limitations of your company-provided D&O or professional liability coverage?,None,Partial,Included,Reviewed and negotiated,"Company-provided coverage is often misunderstood and may be limited, conditional, or revocable without notice.","Request and review the full D&O policy; clarify scope, exclusions, and tail coverage provisions."
00000000-0000-0000-0005-000000000004,4_insurance,Insurance,D,D2,scored_0_3,Are you named in any executive indemnification agreements or D&O policies?,None,Partial,Included,Reviewed and negotiated,Executives face personal liability for decisions made in their role; gaps expose personal assets to claims.,Confirm named insured status and indemnification provisions; engage personal legal counsel to review terms.
00000000-0000-0000-0005-000000000004,4_insurance,Insurance,D,D3,scored_0_3,When does coverage terminate upon role change or retirement?,Unknown,Unclear,Defined,Planned and portable,"Many executives assume coverage continues post-departure when it does not, leaving a significant gap in personal liability protection.",Confirm termination provisions and negotiate extended reporting period (tail) coverage as part of any role transition.
00000000-0000-0000-0005-000000000004,4_insurance,Insurance,D,D4,scored_0_3,Do you have a company vehicle or drive your personal vehicle for work purposes?,Misaligned,Partial,Aligned,Explicitly documented,Mixed-use vehicles create liability ambiguity and insurance conflicts if not structured correctly.,Confirm vehicle use is explicitly addressed in both personal and commercial auto policies; document any mixed-use arrangements.
00000000-0000-0000-0005-000000000005,4_insurance,Insurance,E,E1,scored_0_3,What nonprofit or board roles do you currently hold?,None,Partial,Complete,Maintained and reviewed,Each board role creates personal liability exposure that must be individually assessed and covered.,Maintain a current list of all board memberships; confirm D&O coverage exists for each; assess indemnification provisions.
00000000-0000-0000-0005-000000000005,4_insurance,Insurance,E,E2,scored_0_3,Are coverage limits appropriate for the exposure each board role creates?,Unknown,Assumed adequate,Reviewed,Benchmarked against exposure,"Reputational, regulatory, and financial risks often exceed the limits of standard nonprofit D&O policies.","Review limits relative to the size, profile, and risk of each organization; supplement with personal excess coverage where gaps exist."
00000000-0000-0000-0005-000000000006,4_insurance,Insurance,F,F1,scored_0_3,Is umbrella or excess liability coverage in place?,None,Basic,Adequate,Comprehensive,Umbrella coverage is the primary defense against catastrophic personal lawsuits that exceed primary policy limits.,Confirm umbrella coverage is in place with limits commensurate with net worth and lifestyle exposure.
00000000-0000-0000-0005-000000000006,4_insurance,Insurance,F,F2,scored_0_3,"Does umbrella coverage extend across personal, trust, and business assets?",None,Partial,Integrated,Fully coordinated,Misalignment between umbrella and underlying policies can leave large asset pools completely unprotected.,"Confirm umbrella coverage follows form over all underlying personal, trust, and entity policies; identify and close any gaps."
00000000-0000-0000-0005-000000000006,4_insurance,Insurance,F,F3,scored_0_3,Are there gaps between primary and excess liability layers?,Significant gaps,Some gaps,Minimal gaps,Gaps eliminated,Coverage gaps between layers are common and often only discovered after a loss occurs.,Conduct a coordinated review of all primary and umbrella policies to identify and eliminate coverage gaps.
00000000-0000-0000-0005-000000000006,4_insurance,Insurance,F,F4,scored_0_3,Will there be any new drivers in the household in the next 12 months?,Unmanaged,Aware,Addressed,Proactively managed,New drivers—especially young or inexperienced ones—materially increase auto and umbrella liability exposure.,Notify broker of any anticipated new drivers; review and adjust auto and umbrella limits as needed.
00000000-0000-0000-0005-000000000007,4_insurance,Insurance,G,G1,scored_0_3,"Have any claims been denied? If so, what rationale was given, and were corrective actions taken?",None or unaware,Aware,Addressed,Systematically improved,Uncorrected denial causes often lead to repeat uncovered losses in future claims.,Document all prior denials; analyze root cause; implement corrective actions to prevent recurrence.
00000000-0000-0000-0005-000000000007,4_insurance,Insurance,G,G2,scored_0_3,"If you have filed a claim, did you do so independently or with the assistance of a broker or agent?","Filed independently, no broker",Inconsistent,Broker supported,Strategically managed,"Broker involvement typically improves claim outcomes, documentation quality, and coverage interpretation.",Establish a standing practice of engaging your broker for all claims regardless of size.
00000000-0000-0000-0005-000000000007,4_insurance,Insurance,G,G3,scored_0_3,What is the family threshold for filing a claim versus self-insuring a loss?,None,Informal,Defined,Strategically applied,"Unclear thresholds lead to inconsistent decisions, unexpected premium increases, and strategic missteps.","Document a claims filing threshold policy in consultation with your broker; consider premium impact, deductibles, and loss history."
00000000-0000-0000-0005-000000000007,4_insurance,Insurance,G,G4,scored_0_3,"Looking at your family, business, and career, do you foresee any coverage needs that don't currently exist?",No awareness,Limited awareness,Identified,Proactively planned,"Insurance must anticipate future life, business, and visibility changes—not just cover today's risks.",Conduct an annual forward-looking coverage needs assessment; engage broker to identify emerging exposures.
00000000-0000-0000-0006-000000000001,5_geographic,Geographic Risk,A,A1,scored_0_3,"How complete and organized is your record of all owned or leased properties (primary, secondary, vacation, investment)?",None,Partial,Complete,Centralized and maintained,"A complete inventory is foundational to understanding aggregate geographic exposure. Undocumented properties create blind spots in insurance, emergency planning, and asset concentration risk.","Create and maintain a centralized property register including location, usage, ownership entity, insurance coverage, and emergency contacts. Review annually."
00000000-0000-0000-0006-000000000001,5_geographic,Geographic Risk,A,A2,scored_0_3,"Is there significant concentration of assets in a single region, state, or jurisdiction?","High concentration, unassessed",Some awareness,Assessed,Strategically diversified,"Geographic concentration amplifies correlated risk from regional disasters, regulatory changes, or economic downturns affecting multiple assets simultaneously.",Evaluate geographic concentration against risk thresholds; identify diversification options for future acquisitions.
00000000-0000-0000-0006-000000000001,5_geographic,Geographic Risk,A,A3,scored_0_3,Are international properties or holdings subject to geopolitical or regulatory risk assessment?,Unknown,Anecdotal,Assessed,Monitored with contingency plans,"Political and civil risk can affect personal safety, access, insurability, property values, and the ability to exit or liquidate assets.","Implement enhanced travel security protocols, exit strategies, and insurance review for affected regions; reassess holding strategy if instability increases."
00000000-0000-0000-0006-000000000002,5_geographic,Geographic Risk,B,B1,scored_0_3,Are floodplain and elevation maps reviewed before property purchase or construction?,None,Basic awareness,Reviewed,Integrated into all decisions,"Flood risk is frequently underestimated and often excluded from standard insurance policies, making it a leading cause of uninsured loss.",Mandate flood modeling and elevation analysis prior to purchase or renovation; secure flood insurance; elevate or flood-proof structures where feasible.
00000000-0000-0000-0006-000000000002,5_geographic,Geographic Risk,B,B2,scored_0_3,Is wildfire risk mitigated through defensible space and vegetation management?,None,Minimal,Implemented,Maintained and regularly inspected,Wildfire losses escalate rapidly and often overwhelm emergency response. Proactive mitigation materially reduces loss severity and may reduce insurance premiums.,Establish defensible space standards; use fire-resistant materials; engage annual vegetation management services.
00000000-0000-0000-0006-000000000002,5_geographic,Geographic Risk,B,B3,scored_0_3,"Are storm surge, wind, or hail exposures mitigated through construction standards or retrofits?",None,Partial,Implemented,Engineered and regularly upgraded,Structural resilience determines whether a property survives or sustains catastrophic loss during an extreme weather event.,Assess structural resilience for each property relative to its regional hazard profile; invest in code-exceeding retrofits where warranted.
00000000-0000-0000-0006-000000000003,5_geographic,Geographic Risk,C,C1,scored_0_3,"Are critical infrastructure risks (power, water, internet, transportation) assessed for each property?",None,Informal,Formally assessed,Documented and regularly updated,Infrastructure fragility increases the likelihood of prolonged outages and isolation during emergencies.,Conduct infrastructure dependency assessments for each property and prioritize mitigation for single-point-of-failure risks.
00000000-0000-0000-0006-000000000003,5_geographic,Geographic Risk,C,C2,scored_0_3,"Are backup power systems (generators, batteries) available and tested regularly?",None,Portable or basic only,Installed,Redundant and tested,"Backup systems that fail when needed create a false sense of security and increase risk to safety, property, and continuity.",Install generators or battery systems where needed and test them at least semi-annually under load conditions.
00000000-0000-0000-0006-000000000003,5_geographic,Geographic Risk,C,C3,scored_0_3,"Are properties accessible during emergencies (fire, flood, civil unrest)?",Unreliable,Limited,Accessible,Assured under multiple scenarios,"Limited access can prevent evacuation, emergency response, or timely repairs, escalating both safety and financial risk.","Map evacuation routes, identify access constraints, and coordinate with local authorities where access is limited."
00000000-0000-0000-0006-000000000003,5_geographic,Geographic Risk,C,C4,scored_0_3,"Is the emergency response time from fire, police, and medical services known for each property?",Unknown,General estimate,Known,Verified and planned around,Long response times require greater self-sufficiency and preparedness to reduce loss severity.,"Document response times for each property and adjust preparedness levels (on-site equipment, training, staffing) accordingly."
00000000-0000-0000-0006-000000000003,5_geographic,Geographic Risk,C,C5,scored_0_3,Is there redundancy for essential utilities or supply routes?,None,Minimal,Available,Redundant and diversified,Single points of failure increase vulnerability during regional disruptions.,"Add redundancy for water, fuel, internet, and critical supplies where outages would materially impact safety or operations."
00000000-0000-0000-0006-000000000004,5_geographic,Geographic Risk,D,D1,scored_0_3,"Are appropriate insurance policies in place for geographic-specific hazards (flood, earthquake, windstorm, wildfire)?",None,Partial,In place,Comprehensive and coordinated,"Standard property policies often exclude geographic-specific hazards, leading to uncovered losses.","Review coverage annually to confirm inclusion of flood, earthquake, wildfire, windstorm, or specialty policies as required by each property's location."
00000000-0000-0000-0006-000000000004,5_geographic,Geographic Risk,D,D2,scored_0_3,Are insurance coverage limits aligned with current asset value and regional risk levels?,Misaligned,Some alignment,Aligned,Stress-tested against worst-case scenarios,Underinsurance is common in high-risk areas due to rising replacement costs and policy sublimits.,Update replacement cost valuations regularly and stress-test limits against worst-case regional loss scenarios.
00000000-0000-0000-0006-000000000004,5_geographic,Geographic Risk,D,D3,scored_0_3,"Are mitigation investments (storm shutters, fireproof roofing, drainage systems) documented?",None,Ad hoc,Implemented,Documented and optimized,"Documentation supports underwriting, premium reductions, and faster claims resolution after an event.","Maintain a mitigation log with photos, invoices, and inspection reports to support underwriting and claims."
00000000-0000-0000-0006-000000000004,5_geographic,Geographic Risk,D,D4,scored_0_3,Are emergency funds allocated for rapid relocation or repair following a geographic event?,None,Limited,Available,Pre-allocated and accessible,"Liquidity gaps delay response, increase displacement costs, and force reactive financial decisions.","Designate and segregate liquidity specifically for relocation, repairs, or rapid response following geographic events."
00000000-0000-0000-0006-000000000004,5_geographic,Geographic Risk,D,D5,scored_0_3,Do you work with insurers or brokers who specialize in high-value or multi-residence portfolios?,None,Generalist,Specialist engaged,Specialist and fully coordinated,"Specialized expertise improves coverage structure, claims advocacy, and risk modeling for complex portfolios.","Work with advisors experienced in high-value, multi-location portfolios to optimize coverage structure and claims advocacy."
00000000-0000-0000-0006-000000000005,5_geographic,Geographic Risk,E,E1,scored_0_3,Have future climate projections been reviewed for long-term property sustainability?,None,General awareness,Reviewed,Modeled into long-term strategy,"Long-term climate trends affect insurability, livability, resale value, and exit timing.",Incorporate climate modeling into long-term hold/sell decisions and capital improvement planning.
00000000-0000-0000-0006-000000000005,5_geographic,Geographic Risk,E,E2,scored_0_3,Are secondary or backup residences identified for relocation if a primary property becomes uninhabitable?,None,Informal,Identified,Operationalized and ready,"Pre-identified alternatives reduce disruption to family, business, and schooling during displacement.","Pre-designate secondary locations for temporary or permanent relocation and ensure readiness (utilities, access, furnishings)."
00000000-0000-0000-0006-000000000005,5_geographic,Geographic Risk,E,E3,scored_0_3,Are asset values stress-tested under different geographic risk scenarios?,None,Limited,Performed,Ongoing scenario-based modeling,"Stress testing highlights concentration risk and informs diversification, divestment, or reinvestment decisions.","Model downside scenarios for asset values, insurance availability, and repair timelines to inform diversification or exit strategies."
00000000-0000-0000-0006-000000000005,5_geographic,Geographic Risk,E,E4,scored_0_3,Are new property acquisitions subject to standardized geographic risk screening?,None,Informal,Defined process,Enforced as a prerequisite,Consistent screening prevents incremental risk accumulation across the portfolio.,Adopt a formal geographic risk checklist and approval threshold before acquiring any new property.
00000000-0000-0000-0006-000000000005,5_geographic,Geographic Risk,E,E5,scored_0_3,Is there an annual review or update of geographic risk exposure across the entire portfolio?,None,Ad hoc,Annual,Continuous and integrated into planning,"Geographic risk evolves over time as climate patterns shift, regulations change, and asset values fluctuate.","Schedule an annual portfolio-wide geographic risk review integrating climate data, insurance changes, and property condition assessments."
00000000-0000-0000-0007-000000000001,6_reputational,Reputational & Social Risk,1,1.1,scored_0_3,"Have you ever conducted a review of your online search results (Google, Bing, etc.)?",Never,One-time,Periodic,Ongoing monitoring,"Unknown search exposure is unmanaged risk. What exists online defines perception for anyone researching you—clients, journalists, adversaries, or counterparties.","Perform a full search audit across Google, Bing, and image search; document findings and prioritize remediation."
00000000-0000-0000-0007-000000000001,6_reputational,Reputational & Social Risk,1,1.2,scored_0_3,"Are there any search results you believe are inaccurate, outdated, or damaging? (Y/N + describe)",Significant,Some,Minor,None,Inaccurate or damaging search results cause direct reputational harm and narrative distortion that compounds over time if left unaddressed.,"Suppress, remove, or counter damaging content with authoritative positive content; engage specialist if needed."
00000000-0000-0000-0007-000000000001,6_reputational,Reputational & Social Risk,1,1.3,scale_1_5,"Do you control the top 5–10 search results for your name (personal site, LinkedIn, press, etc.)? (1–5 scale)",None controlled,Limited,Majority controlled,Fully controlled,First-page search results define public perception for anyone researching you. Unowned results are vulnerable to negative content displacement.,"Build and optimize owned assets including a personal website, LinkedIn profile, and press placements to dominate first-page results."
00000000-0000-0000-0007-000000000001,6_reputational,Reputational & Social Risk,1,1.4,scored_0_3,"Are there duplicate, outdated, or unmanaged profiles online?",Many,Some,Few,None,"Fragmented digital identity increases confusion, credibility risk, and the surface area for impersonation or negative association.","Consolidate, delete, or formally claim all online profiles; ensure consistent and current information across platforms."
00000000-0000-0000-0007-000000000001,6_reputational,Reputational & Social Risk,1,1.5,scored_0_3,Do you own or control a personal domain/website?,None,Domain reserved only,Basic site live,Optimized and actively maintained hub,"Owning your personal domain is the single most important step in controlling your online narrative. Without it, others define your digital presence.",Secure your personal domain immediately if not owned; develop and maintain a professional personal website as a narrative anchor.
00000000-0000-0000-0007-000000000002,6_reputational,Reputational & Social Risk,2,2.1,scored_0_3,Have you been featured in media (positive or negative) in the past 5 years?,Unknown,Partial awareness,Known and cataloged,Fully mapped and assessed,Past media coverage—positive or negative—shapes current public perception and resurfaces in future searches or due diligence reviews.,Catalog and assess all media mentions; develop a strategy to amplify positive coverage and address or suppress negative coverage.
00000000-0000-0000-0007-000000000002,6_reputational,Reputational & Social Risk,2,2.2,scored_0_3,"Is there any history of negative press, controversy, or public disputes?",Active unmanaged issues,Historical unresolved,Addressed,None,"Latent reputational risk from past controversies can resurface at any time, especially during high-visibility events such as transactions, appointments, or litigation.",Develop a mitigation or response strategy for any unresolved issues; engage PR or legal counsel where needed.
00000000-0000-0000-0007-000000000002,6_reputational,Reputational & Social Risk,2,2.3,scale_1_5,Is your public narrative aligned with your current professional or personal positioning? (1–5 scale),Misaligned,Partially aligned,Mostly aligned,Fully aligned,"Narrative misalignment creates credibility risk and undermines trust with clients, partners, and the public.",Audit current public narrative against desired positioning; develop a targeted content and messaging strategy to close gaps.
00000000-0000-0000-0007-000000000002,6_reputational,Reputational & Social Risk,2,2.4,scored_0_3,Are there legacy stories or content that no longer reflect your current situation?,Significant legacy content,Some,Minimal,None,Old narratives distort current identity and can create confusion or reputational risk if they conflict with your current position or values.,"Identify and update or suppress outdated content; replace with current, accurate narrative assets."
00000000-0000-0000-0007-000000000003,6_reputational,Reputational & Social Risk,3,3.1,scored_0_3,"Which platforms do you actively use? (LinkedIn, X, Instagram, TikTok, etc.)",Unknown or untracked,Broad and unmanaged,Defined and purposeful,Strategic with active governance,"Each additional platform increases the attack surface for reputational damage, impersonation, and data exposure.",Inventory all platforms in use; rationalize to only those that serve a clear purpose; deactivate or delete unused accounts.
00000000-0000-0000-0007-000000000003,6_reputational,Reputational & Social Risk,3,3.2,scored_0_3,Do you personally manage your social media accounts?,No ownership,Shared or delegated without oversight,Controlled by self or trusted manager,Professionally managed with defined governance,"Third-party or inconsistent account control increases the risk of unauthorized posts, credential theft, and off-brand content.",Centralize account control or establish clear governance for any delegated management; review access rights regularly.
00000000-0000-0000-0007-000000000003,6_reputational,Reputational & Social Risk,3,3.3,scored_0_3,Have you ever posted content that could be viewed as controversial or polarizing?,Significant content exists,Some content exists,Minimal,None,"Past posts are one of the most common triggers for reputational incidents, particularly when resurfaced out of context.",Conduct a full historical content audit; remove or archive high-risk posts; establish a content approval process going forward.
00000000-0000-0000-0007-000000000003,6_reputational,Reputational & Social Risk,3,3.4,scored_0_3,Are privacy settings consistently applied across all social media accounts?,None; accounts fully public,Inconsistent,Applied,"Strict, reviewed, and enforced","Public profiles expose family routines, locations, relationships, and assets—critical fuel for social engineering, physical security risks, and targeted harassment.",Standardize privacy controls across all platforms; review settings quarterly or after any platform updates.
00000000-0000-0000-0007-000000000003,6_reputational,Reputational & Social Risk,3,3.5,scored_0_3,Do family members or close associates tag or post about you publicly?,Uncontrolled,Limited awareness,Managed with guidelines,Fully controlled with monitoring,Indirect exposure through others is beyond your direct control and often overlooked. A single post by a family member can create significant reputational or physical security risk.,Set tagging permissions on all platforms; provide family members and close associates with social media guidance; implement monitoring.
00000000-0000-0000-0007-000000000004,6_reputational,Reputational & Social Risk,4,4.1,scored_0_3,"What board memberships, investments, or advisory roles do you currently hold?",None or unknown,Partial list,Complete list,Continuously updated and assessed,Every affiliation creates potential reputational exposure through association. Unknown affiliations cannot be monitored or managed.,"Maintain a centralized, current list of all affiliations; assess reputational exposure for each; update upon any change."
00000000-0000-0000-0007-000000000004,6_reputational,Reputational & Social Risk,4,4.2,scored_0_3,Are there any affiliations with politically exposed or controversial organizations?,Active high-risk affiliations,Potential risk present,Minimal exposure,None,"Third-party reputational risk can transfer directly to you through association, regardless of your personal conduct.",Review all affiliations for reputational risk; reassess high-risk associations and consider reducing or exiting where exposure is disproportionate.
00000000-0000-0000-0007-000000000004,6_reputational,Reputational & Social Risk,4,4.3,scored_0_3,Are there any partnerships or investments that could create reputational spillover?,None or not assessed,Informal assessment,Structured review,Ongoing monitoring with defined thresholds,"Business ties create direct reputational linkage. A partner's scandal, failure, or controversy can become your headline.",Conduct reputational due diligence on all material business relationships; establish ongoing monitoring for significant partners.
00000000-0000-0000-0007-000000000005,6_reputational,Reputational & Social Risk,5,5.1,scored_0_3,Is there any past or ongoing litigation involving you or your business?,Active and unmanaged,Known but unaddressed,Managed,None,Legal matters—even those ultimately resolved in your favor—often become public narratives and can be weaponized by adversaries or journalists.,Document and assess all past and current litigation for public exposure risk; develop a coordinated legal and communications strategy.
00000000-0000-0000-0007-000000000005,6_reputational,Reputational & Social Risk,5,5.2,scored_0_3,"Are there any regulatory, compliance, or ethical investigations (past or present)?",Active,Historical and unresolved,Addressed,None,Regulatory investigations carry high reputational amplification risk—even preliminary inquiries can become public and define perception before resolution.,Coordinate a joint legal and PR strategy for any current or potential regulatory matters; proactively manage the narrative.
00000000-0000-0000-0007-000000000005,6_reputational,Reputational & Social Risk,5,5.3,scored_0_3,Are there any personal matters that could become public and impact reputation? (Y/N — optional/confidential),High exposure,Potential exposure,Limited exposure,None,Personal issues that become public—even when private in nature—can become defining reputational triggers particularly for high-profile individuals.,Scenario-plan for potential exposure events; develop a containment and response strategy in advance.
00000000-0000-0000-0007-000000000005,6_reputational,Reputational & Social Risk,5,5.4,scored_0_3,Have you ever had content removed or suppressed online?,Frequent,Occasional,Rare,None,A history of content removal indicates prior reputational issues and may signal ongoing vulnerability to similar content resurfacing.,Analyze the root cause of all prior removal requests; implement preventive controls to reduce recurrence.
00000000-0000-0000-0007-000000000006,6_reputational,Reputational & Social Risk,6,6.1,scored_0_3,Do you actively monitor your name or brand online?,None,Manual and occasional,Automated monitoring,Real-time with structured triage,"Passive or absent monitoring leads to delayed response. The faster a reputational threat is detected, the more options exist to contain it.","Implement automated online monitoring tools or services covering name, brand, business, and key family members."
00000000-0000-0000-0007-000000000006,6_reputational,Reputational & Social Risk,6,6.2,scored_0_3,Do you have Google Alerts or similar monitoring tools set up?,None,Basic or incomplete,Configured,Comprehensive and regularly reviewed,Early detection of emerging mentions—positive or negative—dramatically expands the window to respond effectively before an issue escalates.,"Set up comprehensive Google Alerts and supplementary monitoring tools for your name, business names, and key family members."
00000000-0000-0000-0007-000000000006,6_reputational,Reputational & Social Risk,6,6.3,scored_0_3,Do you have a crisis communication plan?,None,Informal,Defined,"Documented, tested, and scenario-based",Response speed and message quality in the first hours of a reputational crisis determine its ultimate impact. Improvised responses under pressure almost always make situations worse.,Develop a crisis communication playbook with pre-approved messaging for likely scenarios; test with a tabletop exercise annually.
00000000-0000-0000-0007-000000000006,6_reputational,Reputational & Social Risk,6,6.4,scored_0_3,Do you have a PR or communications advisor available?,None,Ad hoc only,Retained advisor,On-call and fully integrated,"Without expert communications support, reputational incidents are typically mishandled—worsening outcomes through poor timing, messaging, or channel choices.",Retain or pre-qualify a PR advisor or communications firm with crisis experience; ensure they understand your profile and risk areas.
00000000-0000-0000-0007-000000000006,6_reputational,Reputational & Social Risk,6,6.5,scored_0_3,Have you ever conducted a formal reputational risk audit?,Never,One-time,Periodic,Integrated into annual risk review,"Without a baseline audit, reputational exposure is unmeasured and unmapped—making it impossible to prioritize or remediate effectively.","Conduct a comprehensive reputational risk audit covering digital footprint, media history, affiliations, and legal sensitivity; repeat annually or after any major life or business event."
